Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene type	Gene name	Strand
ENSMUSG00000093416	3	64195574	64213677	unprocessed_pseudogene	Gm18294	-1
ENSMUSG00000055298	13	61000179	61005959	protein_coding	Ctsj	-1
ENSMUSG00000026818	2	28555795	28563403	protein_coding	Cel	-1
ENSMUSG00000074886	13	55445072	55460927	protein_coding	Grk6	1
ENSMUSG00000058935	4	63607089	63622428	protein_coding	Tex48	-1
ENSMUSG00000086130	4	147668518	147670854	lincRNA	Gm16211	-1
ENSMUSG00000045934	3	96162004	96171718	protein_coding	Mtmr11	1
ENSMUSG00000095093	17	22544504	22573482	protein_coding	Vmn2r111	-1
ENSMUSG00000085889	2	118304914	118308166	antisense	1700054M17Rik	1
ENSMUSG00000100975	12	104925501	104926689	lincRNA	Gm28875	-1
ENSMUSG00000097050	15	102270563	102274121	protein_coding	Gm9918	1
ENSMUSG00000040133	2	118277110	118373419	protein_coding	Gpr176	-1
ENSMUSG00000104786	3	148989152	149004031	antisense	Gm43573	1
ENSMUSG00000042632	15	79286228	79328390	protein_coding	Pla2g6	-1
ENSMUSG00000045665	15	102279454	102281754	protein_coding	Mfsd5	1
ENSMUSG00000114370	13	37793382	37799790	antisense	Gm46411	-1
ENSMUSG00000073600	18	35650351	35655238	protein_coding	Prob1	-1
ENSMUSG00000027344	2	118130424	118256966	protein_coding	Fsip1	-1
ENSMUSG00000116091	15	102295437	102296151	bidirectional_promoter_lncRNA	Gm49479	-1
ENSMUSG00000028184	3	148815583	148990555	protein_coding	Adgrl2	-1
ENSMUSG00000097946	9	37685941	37686934	processed_pseudogene	Gm8343	1
ENSMUSG00000024352	18	35656689	35662186	protein_coding	Spata24	-1
ENSMUSG00000038351	11	74849261	74897060	protein_coding	Sgsm2	-1
ENSMUSG00000107708	6	63044965	63048172	transcribed_unprocessed_pseudogene	Gm19131	-1
ENSMUSG00000059252	9	37696515	37697030	processed_pseudogene	Tpt1-ps5	1
ENSMUSG00000085628	11	85234775	85238304	antisense	Appbp2os	1
ENSMUSG00000114681	13	47106419	47109519	bidirectional_promoter_lncRNA	1700026N04Rik	1
ENSMUSG00000067203	17	33974659	33978827	transcribed_unprocessed_pseudogene	H2-K2	-1
ENSMUSG00000107484	6	63160275	63160965	processed_pseudogene	Nasp-ps1	1
ENSMUSG00000020952	12	51377510	51450101	protein_coding	Scfd1	1
ENSMUSG00000109142	7	30212628	30212738	processed_pseudogene	Gm44600	-1
ENSMUSG00000036214	17	36958592	36965625	protein_coding	Znrd1as	1
ENSMUSG00000086817	4	63634421	63639440	lincRNA	Gm11482	1
ENSMUSG00000033545	8	111536097	111626030	protein_coding	Znrf1	1
ENSMUSG00000102865	1	32519563	32520999	TEC	Gm9839	-1
ENSMUSG00000024670	19	10789341	10830058	protein_coding	Cd6	-1
ENSMUSG00000116311	15	100105234	100108161	antisense	4930478M13Rik	-1
ENSMUSG00000104313	1	32496444	32497988	TEC	Gm37911	1
ENSMUSG00000080791	11	85216597	85217054	processed_pseudogene	Akirin1-ps	1
ENSMUSG00000091318	1	32543686	32547294	protein_coding	Gm5415	-1
ENSMUSG00000075120	2	88697303	88704597	protein_coding	Olfr1196	-1
ENSMUSG00000034800	2	127574662	127587094	protein_coding	Zfp661	-1
ENSMUSG00000104498	1	32485315	32486942	TEC	Gm37110	1
ENSMUSG00000102321	1	32539028	32542440	TEC	Gm37792	1
ENSMUSG00000103482	1	32473757	32475565	TEC	Gm37999	1
ENSMUSG00000062518	4	147673502	147702553	protein_coding	Zfp534	-1
ENSMUSG00000024785	19	29101375	29143929	protein_coding	Rcl1	1
ENSMUSG00000029371	5	90759360	90761624	protein_coding	Cxcl5	1
ENSMUSG00000026816	2	28566311	28583751	protein_coding	Gtf3c5	-1
ENSMUSG00000030247	6	142564837	142571614	protein_coding	Kcnj8	-1
ENSMUSG00000096521	4	147732788	147733132	processed_pseudogene	Gm13137	1
ENSMUSG00000032531	9	102716672	102733418	protein_coding	Amotl2	1
ENSMUSG00000081179	4	147735477	147738426	processed_pseudogene	Gm13136	-1
ENSMUSG00000083642	4	147745817	147746561	processed_pseudogene	Gm13148	-1
ENSMUSG00000078495	4	147753974	147809788	protein_coding	Zfp984	-1
ENSMUSG00000029372	5	90768518	90770063	protein_coding	Ppbp	1
ENSMUSG00000061165	9	37708964	37716250	protein_coding	Olfr160	-1
ENSMUSG00000075119	2	88726903	88732366	protein_coding	Olfr1197	-1
ENSMUSG00000093594	4	147782319	147809840	lincRNA	Gm20707	-1
ENSMUSG00000107525	6	63324672	63328441	antisense	Gm44071	-1
ENSMUSG00000108242	6	63248494	63257625	processed_transcript	9330118I20Rik	-1
ENSMUSG00000080059	4	147821777	147822202	processed_pseudogene	Rps19-ps3	-1
ENSMUSG00000068014	X	47900345	47900827	processed_pseudogene	Gm14648	1
ENSMUSG00000049249	6	122899721	122902816	transcribed_processed_pseudogene	Gm5316	-1
ENSMUSG00000083337	11	96248633	96249189	processed_pseudogene	Gm11539	1
ENSMUSG00000108068	6	63783852	63784067	processed_pseudogene	Gm44075	-1
ENSMUSG00000103896	3	33190805	33191036	processed_pseudogene	Gm37128	1
ENSMUSG00000107700	6	64092139	64092303	processed_pseudogene	Gm20144	1
ENSMUSG00000113721	12	91870143	91871830	processed_pseudogene	Gm21051	-1
ENSMUSG00000110526	9	37729977	37731104	polymorphic_pseudogene	Olfr151	-1
ENSMUSG00000107864	6	64040429	64041557	antisense	Gm44072	-1
ENSMUSG00000059423	4	147822986	147848366	protein_coding	Zfp933	-1
ENSMUSG00000021238	12	84430717	84451004	protein_coding	Aldh6a1	-1
ENSMUSG00000071424	6	63255876	64704323	protein_coding	Grid2	1
ENSMUSG00000083534	17	36969195	36971396	unprocessed_pseudogene	H2-M6-ps	-1
ENSMUSG00000029373	5	90772435	90773383	protein_coding	Pf4	1
ENSMUSG00000084032	4	135377158	135377235	processed_pseudogene	Gm12991	1
ENSMUSG00000043924	4	135369576	135398227	protein_coding	Ncmap	-1
ENSMUSG00000091425	9	107443950	107445031	antisense	Gm17118	-1
ENSMUSG00000063350	9	37745106	37748594	protein_coding	Olfr874	1
ENSMUSG00000102845	1	36527534	36528237	antisense	Gm38033	-1
ENSMUSG00000094921	17	22600951	22620842	protein_coding	Vmn2r112	1
ENSMUSG00000058628	9	37771857	37774459	protein_coding	Olfr875	1
ENSMUSG00000010066	9	107399612	107529343	protein_coding	Cacna2d2	1
ENSMUSG00000045339	2	118270233	118276169	lincRNA	A930104D05Rik	-1
ENSMUSG00000113676	12	91872965	91873643	processed_pseudogene	Gm18621	-1
ENSMUSG00000030629	7	84613766	84689959	protein_coding	Zfand6	-1
ENSMUSG00000066389	12	91890896	91891273	processed_pseudogene	Rpl31-ps1	-1
ENSMUSG00000027854	3	102995708	103008459	protein_coding	Sike1	1
ENSMUSG00000100046	2	118253255	118279430	processed_transcript	Gm29232	-1
ENSMUSG00000049605	1	173266001	173273994	protein_coding	Olfr418	1
ENSMUSG00000020265	10	77606097	77618331	protein_coding	Sumo3	1
ENSMUSG00000024353	18	35647267	35649367	protein_coding	Mzb1	-1
ENSMUSG00000039457	16	5086291	5132421	protein_coding	Ppl	-1
ENSMUSG00000079180	1	173274382	173277777	protein_coding	Mptx2	-1
ENSMUSG00000021375	13	46749087	46929867	protein_coding	Kif13a	-1
ENSMUSG00000036698	15	73095844	73184935	protein_coding	Ago2	-1
ENSMUSG00000091572	3	64257215	64289709	protein_coding	Vmn2r3	-1
ENSMUSG00000078706	11	96251105	96264868	lincRNA	Gm53	1
ENSMUSG00000097204	3	96167464	96172416	antisense	Gm17690	-1
ENSMUSG00000117168	17	51236771	51237062	processed_pseudogene	Gm49908	-1
ENSMUSG00000117204	17	51425209	51435838	lincRNA	C330011F03Rik	-1
ENSMUSG00000068856	3	96172332	96177564	protein_coding	Sf3b4	1
ENSMUSG00000074909	19	29808400	29812974	protein_coding	Ranbp6	-1
ENSMUSG00000034854	10	81357491	81366225	protein_coding	Mfsd12	1
ENSMUSG00000117874	18	35647268	35662163	protein_coding	Gm50318	-1
ENSMUSG00000118251	19	29806663	29810096	antisense	Gm50373	1
ENSMUSG00000103306	3	4766098	4766371	processed_pseudogene	Gm37801	1
ENSMUSG00000104384	3	33283118	33285647	TEC	Gm37031	1
ENSMUSG00000057265	12	84409071	84442887	protein_coding	Bbof1	1
ENSMUSG00000096029	7	105081205	105090642	protein_coding	Olfr679	1
ENSMUSG00000064308	17	36977701	36981237	protein_coding	2410137M14Rik	-1
ENSMUSG00000104203	3	33393382	33394847	TEC	Gm37398	-1
ENSMUSG00000073102	5	30281388	30366695	protein_coding	Drc1	1
ENSMUSG00000117055	17	22687720	22690460	processed_pseudogene	Gm9805	1
ENSMUSG00000019738	7	30231948	30233390	protein_coding	Polr2i	1
ENSMUSG00000035873	10	108332121	108414240	protein_coding	Pawr	1
ENSMUSG00000005338	1	173333258	173367695	protein_coding	Cadm3	-1
ENSMUSG00000027353	2	132816141	132844197	protein_coding	Mcm8	1
ENSMUSG00000029437	5	123480157	123489489	protein_coding	Il31	-1
ENSMUSG00000097487	11	101418812	101425333	protein_coding	Ptges3l	-1
ENSMUSG00000066750	9	37803031	37808144	protein_coding	Olfr876	1
ENSMUSG00000098159	12	91968399	91969577	processed_pseudogene	Gm21614	-1
ENSMUSG00000112953	12	92008604	92009175	processed_pseudogene	Gm47984	-1
ENSMUSG00000020235	10	81366222	81378516	protein_coding	Fzr1	-1
ENSMUSG00000113236	12	92010419	92012411	lincRNA	Gm40548	1
ENSMUSG00000113643	12	92160893	92161439	processed_pseudogene	Gm40598	-1
ENSMUSG00000111310	9	37823137	37823371	unprocessed_pseudogene	Gm47005	1
ENSMUSG00000029379	5	90786103	90789600	protein_coding	Cxcl3	1
ENSMUSG00000068391	15	73090392	73097554	protein_coding	Chrac1	1
ENSMUSG00000039640	11	120484613	120489065	protein_coding	Mrpl12	1
ENSMUSG00000098134	12	84417196	84418578	protein_coding	Rnf113a2	1
ENSMUSG00000063409	5	123489305	123508205	protein_coding	Lrrc43	1
ENSMUSG00000038022	6	55203383	55320222	protein_coding	Mindy4	1
ENSMUSG00000042814	2	152687035	152687946	protein_coding	Mcts2	1
ENSMUSG00000114085	12	92219377	92219974	processed_pseudogene	Gm6841	1
ENSMUSG00000103423	3	33621608	33622403	processed_pseudogene	Gm5845	1
ENSMUSG00000113499	12	92473142	92473961	processed_pseudogene	Gm18500	-1
ENSMUSG00000104954	3	33684508	33684865	processed_pseudogene	Gm42694	-1
ENSMUSG00000117183	17	22713782	22716937	processed_pseudogene	Gm20008	-1
ENSMUSG00000025077	19	56529167	56548222	protein_coding	Dclre1a	-1
ENSMUSG00000106231	3	33730600	33733534	processed_pseudogene	Gm18611	1
ENSMUSG00000030470	7	48830398	48848033	protein_coding	Csrp3	-1
ENSMUSG00000104588	3	33703355	33759616	lincRNA	Gm43666	-1
ENSMUSG00000096055	14	53155512	53156088	TR_V_gene	Trav12n-1	1
ENSMUSG00000057230	6	86849517	87003223	protein_coding	Aak1	1
ENSMUSG00000092512	17	33980483	33980758	processed_pseudogene	Gm4152	-1
ENSMUSG00000098210	17	22734963	22735380	processed_pseudogene	Gm5224	1
ENSMUSG00000109611	7	112652782	112653397	processed_pseudogene	Gm45473	1
ENSMUSG00000118084	17	33981494	33982777	lincRNA	AA388235	1
ENSMUSG00000098164	17	22739945	22751509	lincRNA	Gm5493	1
ENSMUSG00000104629	14	53162399	53162910	TR_V_gene	Trav13n-1	1
ENSMUSG00000073427	10	82354255	82422882	protein_coding	Gm4924	1
ENSMUSG00000096827	14	53166626	53167178	TR_V_gene	Trav14n-1	1
ENSMUSG00000112532	10	108417251	108453297	lincRNA	Gm36283	1
ENSMUSG00000105194	14	53172727	53173590	processed_pseudogene	Gm6755	-1
ENSMUSG00000094413	14	53174325	53174896	TR_V_gene	Trav15n-1	1
ENSMUSG00000106311	5	30366046	30366490	sense_intronic	Gm43755	1
ENSMUSG00000105070	14	53198525	53199018	TR_V_pseudogene	Trav3n-2	1
ENSMUSG00000117333	17	22777217	22807736	processed_pseudogene	Gm16386	-1
ENSMUSG00000081196	6	34379467	34380445	unprocessed_pseudogene	Gm13858	-1
ENSMUSG00000081991	6	34373691	34380789	unprocessed_pseudogene	Gm13859	-1
ENSMUSG00000020875	11	96271457	96276595	protein_coding	Hoxb9	1
ENSMUSG00000031510	8	11713264	11722620	lincRNA	1700128E19Rik	1
ENSMUSG00000066749	9	37854269	37857320	protein_coding	Olfr877	1
ENSMUSG00000102418	1	170277320	170286769	protein_coding	Sh2d1b1	1
ENSMUSG00000006095	7	30224131	30232272	protein_coding	Tbcb	-1
ENSMUSG00000110313	8	11714815	11715239	processed_pseudogene	Gm45420	-1
ENSMUSG00000026192	1	71557150	71579631	protein_coding	Atic	1
ENSMUSG00000029228	5	74592447	74702912	protein_coding	Lnx1	-1
ENSMUSG00000043870	16	22230391	22230919	processed_pseudogene	Gm5809	1
ENSMUSG00000009293	10	77622275	77645993	protein_coding	Ube2g2	1
ENSMUSG00000024459	17	36984061	36989537	protein_coding	H2-M5	-1
ENSMUSG00000035007	11	101425085	101435673	protein_coding	Rundc1	1
ENSMUSG00000075117	2	88743970	88751370	protein_coding	Olfr1198	-1
ENSMUSG00000024966	19	7020702	7039967	protein_coding	Stip1	-1
ENSMUSG00000113194	12	92997765	92998151	processed_pseudogene	Gm47998	-1
ENSMUSG00000026705	1	161088375	161131511	protein_coding	Klhl20	-1
ENSMUSG00000098043	16	22236921	22237315	processed_pseudogene	Gm26980	1
ENSMUSG00000103505	1	84807158	84809190	TEC	Gm38374	-1
ENSMUSG00000048429	9	21592722	21595970	protein_coding	Timm29	1
ENSMUSG00000106391	5	100429726	100431561	TEC	Gm42690	1
ENSMUSG00000029375	5	90794534	90803067	protein_coding	Cxcl15	1
ENSMUSG00000116761	16	22244168	22244472	processed_pseudogene	Gm36796	1
ENSMUSG00000073633	1	84839841	84900487	protein_coding	Fbxo36	1
ENSMUSG00000112065	10	108482650	108482991	processed_pseudogene	Gm47466	1
ENSMUSG00000096964	1	170254049	170255739	transcribed_unprocessed_pseudogene	Gm6345	-1
ENSMUSG00000031755	8	94067954	94098928	protein_coding	Bbs2	-1
ENSMUSG00000073494	1	170232749	170253608	protein_coding	Sh2d1b2	1
ENSMUSG00000059142	17	22846697	22867134	protein_coding	Zfp945	-1
ENSMUSG00000106702	5	34173887	34174887	antisense	Gm42846	1
ENSMUSG00000032182	9	21588682	21592828	protein_coding	Yipf2	-1
ENSMUSG00000037235	5	34173883	34187720	protein_coding	Mxd4	-1
ENSMUSG00000084218	5	107241623	107242367	processed_pseudogene	Gm8145	1
ENSMUSG00000075528	11	101406839	101417615	protein_coding	Aarsd1	-1
ENSMUSG00000015533	13	114833081	114932100	protein_coding	Itga2	-1
ENSMUSG00000117883	19	29874191	29875217	processed_pseudogene	Gm50380	-1
ENSMUSG00000106643	5	107132118	107135688	TEC	Gm43422	-1
ENSMUSG00000000903	10	75943057	75949657	protein_coding	Vpreb3	1
ENSMUSG00000106671	5	107254338	107256504	TEC	Gm42900	-1
ENSMUSG00000105033	5	107158478	107160571	TEC	Gm43423	-1
ENSMUSG00000029287	5	107106570	107289629	protein_coding	Tgfbr3	-1
ENSMUSG00000037872	1	173331886	173333750	protein_coding	Ackr1	-1
ENSMUSG00000019920	10	58323466	58424691	protein_coding	Lims1	1
ENSMUSG00000068234	6	89883660	89894888	protein_coding	Vmn1r44	1
ENSMUSG00000082234	10	75945295	75945687	processed_pseudogene	Gm16221	-1
ENSMUSG00000093813	14	53203122	53203554	TR_V_gene	Trav9n-2	1
ENSMUSG00000106957	5	90803261	90806392	TEC	Gm43085	1
ENSMUSG00000101695	10	76389015	76401507	antisense	1700094J05Rik	1
ENSMUSG00000104433	1	32710179	32712648	TEC	Gm37426	1
ENSMUSG00000107044	5	90832328	90835951	lincRNA	Gm43086	1
ENSMUSG00000037860	1	173350879	173466040	protein_coding	Aim2	1
ENSMUSG00000085378	4	83884738	83888858	lincRNA	Gm11415	-1
ENSMUSG00000085217	4	84042039	84044879	lincRNA	6030471H07Rik	-1
ENSMUSG00000113164	12	93416458	93444823	lincRNA	4930559C10Rik	-1
ENSMUSG00000117965	10	76440241	76440444	protein_coding	AC141477.1	-1
ENSMUSG00000083044	4	84104895	84105902	processed_pseudogene	Gm12416	1
ENSMUSG00000095572	14	53210906	53211407	TR_V_gene	Trav4n-3	1
ENSMUSG00000087378	4	84126350	84130289	lincRNA	Gm12414	-1
ENSMUSG00000026219	1	84721189	84840516	protein_coding	Trip12	-1
ENSMUSG00000112241	10	77606197	77641543	protein_coding	Gm49325	1
ENSMUSG00000102926	1	32967484	32972490	TEC	Gm37151	-1
ENSMUSG00000096681	14	53213730	53214167	processed_pseudogene	Rps19-ps1	1
ENSMUSG00000100497	1	33028160	33030290	processed_pseudogene	Gm28624	-1
ENSMUSG00000102917	1	33065130	33066350	lincRNA	Gm37724	1
ENSMUSG00000031958	8	111623785	111630374	protein_coding	Ldhd	-1
ENSMUSG00000105956	14	53225402	53225676	TR_V_pseudogene	Trav5n-2	1
ENSMUSG00000112982	12	93716420	93716745	processed_pseudogene	Gm21007	1
ENSMUSG00000013646	11	58330724	58347728	protein_coding	Sh3bp5l	1
ENSMUSG00000028684	4	116989965	116994413	protein_coding	Urod	-1
ENSMUSG00000113113	12	100744533	100744935	processed_pseudogene	Gm2614	-1
ENSMUSG00000094935	12	93927993	93928670	processed_pseudogene	Gm9726	-1
ENSMUSG00000096531	14	53226773	53227400	TR_V_gene	Trav12n-2	1
ENSMUSG00000100481	1	33100907	33102695	processed_pseudogene	Gm7114	1
ENSMUSG00000081617	1	63038214	63038581	processed_pseudogene	Rps13-ps7	1
ENSMUSG00000107941	6	115109339	115109669	processed_pseudogene	Gm44010	1
ENSMUSG00000113818	12	94001287	94001981	processed_pseudogene	Gm7119	-1
ENSMUSG00000081429	1	63073774	63074019	processed_pseudogene	Rps27-ps1	1
ENSMUSG00000097486	6	115127600	115134835	bidirectional_promoter_lncRNA	Gm17733	-1
ENSMUSG00000096541	14	53231433	53232102	TR_V_gene	Trav9n-3	1
ENSMUSG00000025967	1	63176825	63180486	protein_coding	Eef1b2	1
ENSMUSG00000029380	5	90891241	90893115	protein_coding	Cxcl1	1
ENSMUSG00000097239	11	101406664	101424796	protein_coding	Gm27029	-1
ENSMUSG00000050763	11	49142274	49150453	protein_coding	Olfr1395	1
ENSMUSG00000109178	7	61938237	61938911	processed_pseudogene	Gm3257	1
ENSMUSG00000105467	14	53239284	53239553	TR_V_pseudogene	Trav5n-3	1
ENSMUSG00000025792	11	120491840	120499187	protein_coding	Slc25a10	1
ENSMUSG00000109321	7	61930137	61982358	processed_transcript	A330076H08Rik	-1
ENSMUSG00000114917	13	46881027	46884898	antisense	Gm48250	1
ENSMUSG00000107766	6	55296262	55307886	antisense	Gm44073	-1
ENSMUSG00000117002	17	22873486	22874001	processed_pseudogene	Gm32892	1
ENSMUSG00000093915	14	53240745	53241244	TR_V_gene	Trav12n-3	1
ENSMUSG00000111959	12	51517326	51518439	processed_pseudogene	Gm18503	1
ENSMUSG00000117141	17	22895714	22897595	processed_pseudogene	Gm18214	1
ENSMUSG00000068466	19	29160118	29160762	processed_pseudogene	Gm5518	1
ENSMUSG00000048378	11	49154377	49162854	protein_coding	Olfr1394	1
ENSMUSG00000053030	5	77205107	77211471	protein_coding	Spink2	-1
ENSMUSG00000099294	4	63662359	63663379	protein_coding	Gm11214	-1
ENSMUSG00000056648	11	96281905	96285315	protein_coding	Hoxb8	1
ENSMUSG00000108371	6	72162849	72167707	lincRNA	Gm38832	1
ENSMUSG00000105579	5	99039063	99171421	lincRNA	Gm43251	-1
ENSMUSG00000113215	12	94059010	94059701	processed_pseudogene	Gm18749	-1
ENSMUSG00000039275	11	121259990	121309896	protein_coding	Foxk2	1
ENSMUSG00000054021	13	43365496	43395203	protein_coding	Sirt5	1
ENSMUSG00000100590	1	33108905	33109655	processed_pseudogene	Gm4785	-1
ENSMUSG00000031757	8	94137197	94139031	protein_coding	Mt4	1
ENSMUSG00000004359	10	88674772	88685015	protein_coding	Spic	-1
ENSMUSG00000104230	1	33212774	33215475	lincRNA	Gm37591	-1
ENSMUSG00000048720	19	38836579	38919923	protein_coding	Tbc1d12	1
ENSMUSG00000045813	7	62094506	62209479	lincRNA	Gm9801	-1
ENSMUSG00000113414	12	94757575	94758503	processed_pseudogene	Gm18504	1
ENSMUSG00000081769	11	53783418	53859256	protein_coding	Gm12216	-1
ENSMUSG00000019803	10	42561963	42583632	protein_coding	Nr2e1	-1
ENSMUSG00000113139	12	94814075	94814481	processed_pseudogene	Gm48011	-1
ENSMUSG00000114132	12	94914480	94915682	processed_pseudogene	Gm4808	-1
ENSMUSG00000101754	1	33235939	33237631	processed_pseudogene	Gm2987	1
ENSMUSG00000117901	19	7087469	7088421	antisense	AC109619.1	-1
ENSMUSG00000047787	19	7092001	7105729	protein_coding	Flrt1	-1
ENSMUSG00000090355	17	22916878	22932941	unprocessed_pseudogene	Vmn2r-ps128	-1
ENSMUSG00000058427	5	90903871	90905938	protein_coding	Cxcl2	1
ENSMUSG00000108986	7	62337794	62423245	lincRNA	Gm32061	-1
ENSMUSG00000033585	7	62346569	62350262	protein_coding	Ndn	1
ENSMUSG00000031760	8	94152607	94154146	protein_coding	Mt3	1
ENSMUSG00000036278	19	7056810	7198057	protein_coding	Macrod1	1
ENSMUSG00000092111	17	22942984	22965658	protein_coding	Vmn2r113	1
ENSMUSG00000118441	X	31336401	31338101	protein_coding	Btbd35f26	1
ENSMUSG00000092228	6	89907677	89908618	unprocessed_pseudogene	Vmn1r-ps28	1
ENSMUSG00000086580	X	31347183	31347822	unprocessed_pseudogene	Gm15280	-1
ENSMUSG00000107034	5	77227378	77227950	processed_pseudogene	Gm19060	1
ENSMUSG00000070527	7	62417593	62420139	protein_coding	Mkrn3	-1
ENSMUSG00000086906	X	31351400	31351897	unprocessed_pseudogene	Gm15276	1
ENSMUSG00000056972	7	62377010	62381640	protein_coding	Magel2	1
ENSMUSG00000118465	X	31382186	31383886	protein_coding	Btbd35f19	-1
ENSMUSG00000073437	17	24404649	24414542	processed_transcript	D330041H03Rik	-1
ENSMUSG00000044248	6	89931649	89940598	protein_coding	Vmn1r45	-1
ENSMUSG00000070526	7	62461871	62464510	protein_coding	Peg12	-1
ENSMUSG00000032185	9	21546894	21592623	protein_coding	Carm1	1
ENSMUSG00000079507	17	35320405	35325099	protein_coding	H2-Q1	1
ENSMUSG00000018986	11	83191330	83215154	protein_coding	Slfn3	1
ENSMUSG00000020317	10	79576379	79587331	protein_coding	Theg	-1
ENSMUSG00000020234	10	81363067	81365816	protein_coding	4930404N11Rik	-1
ENSMUSG00000112262	12	95324907	95325319	unprocessed_pseudogene	Gm48013	1
ENSMUSG00000094779	14	53253792	53254317	TR_V_gene	Trav13n-2	1
ENSMUSG00000038721	11	96286623	96290162	protein_coding	Hoxb7	1
ENSMUSG00000091712	16	5147109	5187271	protein_coding	Sec14l5	1
ENSMUSG00000115212	14	49802785	49826516	transcribed_unprocessed_pseudogene	Gm8417	1
ENSMUSG00000021577	13	74322254	74350280	protein_coding	Sdha	-1
ENSMUSG00000116298	15	77113732	77115802	TEC	4833412C15Rik	-1
ENSMUSG00000097267	15	77084398	77096314	antisense	1700109K24Rik	1
ENSMUSG00000082874	11	21953140	21953703	processed_pseudogene	Rpl15-ps1	1
ENSMUSG00000043468	3	98160630	98164169	protein_coding	Adam30	1
ENSMUSG00000108164	6	58781692	58781937	processed_pseudogene	Gm43899	-1
ENSMUSG00000116185	15	77175789	77178264	TEC	Gm49411	-1
ENSMUSG00000114541	13	90179217	90217142	lincRNA	Gm29680	-1
ENSMUSG00000067878	X	56797858	56822326	protein_coding	Map7d3	-1
ENSMUSG00000102756	13	90238172	90238714	TEC	Gm37054	1
ENSMUSG00000030123	6	115954811	115995005	protein_coding	Plxnd1	-1
ENSMUSG00000094752	17	22992706	23008970	unprocessed_pseudogene	Vmn2r-ps129	1
ENSMUSG00000025078	19	56548261	56603503	protein_coding	Nhlrc2	1
